"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","40-64","non_wearing_seatbelts","police issued",151,0,2
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","40-64","speed_fines","police issued",1888,0,10
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","40-64","unlicensed_driving","not applicable",109,0,431
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","65 and over","mobile_phone_use","police issued",31,0,0
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","65 and over","non_wearing_seatbelts","police issued",24,0,0
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","65 and over","speed_fines","police issued",285,0,0
2024,"2024-01-01","2024-01-31","nsw","major cities of australia","65 and over","unlicensed_driving","not applicable",9,0,29
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","0-16","non_wearing_seatbelts","police issued",1,0,1
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","0-16","speed_fines","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","0-16","unlicensed_driving","not applicable",0,0,2
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","17-25","mobile_phone_use","police issued",6,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","17-25","non_wearing_seatbelts","police issued",17,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","17-25","speed_fines","police issued",347,0,1
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","17-25","unlicensed_driving","not applicable",14,0,47
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","26-39","mobile_phone_use","police issued",11,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","26-39","non_wearing_seatbelts","police issued",43,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","26-39","speed_fines","police issued",639,0,1
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","26-39","unlicensed_driving","not applicable",24,0,58
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","40-64","mobile_phone_use","police issued",3,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","40-64","non_wearing_seatbelts","police issued",20,0,6
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","40-64","speed_fines","police issued",732,0,1
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","40-64","unlicensed_driving","not applicable",13,0,36
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","65 and over","mobile_phone_use","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","65 and over","non_wearing_seatbelts","police issued",8,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","65 and over","speed_fines","police issued",194,0,0
2024,"2024-01-01","2024-01-31","nsw","outer regional australia","65 and over","unlicensed_driving","not applicable",1,0,3
2024,"2024-01-01","2024-01-31","nsw","remote australia","0-16","speed_fines","police issued",1,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","17-25","mobile_phone_use","police issued",1,0,1
2024,"2024-01-01","2024-01-31","nsw","remote australia","17-25","non_wearing_seatbelts","police issued",6,0,1
2024,"2024-01-01","2024-01-31","nsw","remote australia","17-25","speed_fines","police issued",28,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","17-25","unlicensed_driving","not applicable",0,0,4
2024,"2024-01-01","2024-01-31","nsw","remote australia","26-39","non_wearing_seatbelts","police issued",9,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","26-39","speed_fines","police issued",55,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","26-39","unlicensed_driving","not applicable",2,0,9
2024,"2024-01-01","2024-01-31","nsw","remote australia","40-64","non_wearing_seatbelts","police issued",3,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","40-64","speed_fines","police issued",54,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","40-64","unlicensed_driving","not applicable",1,0,9
2024,"2024-01-01","2024-01-31","nsw","remote australia","65 and over","non_wearing_seatbelts","police issued",3,0,0
2024,"2024-01-01","2024-01-31","nsw","remote australia","65 and over","speed_fines","police issued",21,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","0-16","speed_fines","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","0-16","unlicensed_driving","not applicable",1,0,3
2024,"2024-01-01","2024-01-31","nsw","unknown","17-25","mobile_phone_use","police issued",12,0,1
2024,"2024-01-01","2024-01-31","nsw","unknown","17-25","non_wearing_seatbelts","police issued",11,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","17-25","speed_fines","police issued",96,0,5
2024,"2024-01-01","2024-01-31","nsw","unknown","17-25","unlicensed_driving","not applicable",6,0,51
2024,"2024-01-01","2024-01-31","nsw","unknown","26-39","mobile_phone_use","police issued",14,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","26-39","non_wearing_seatbelts","police issued",17,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","26-39","speed_fines","police issued",136,0,2
2024,"2024-01-01","2024-01-31","nsw","unknown","26-39","unlicensed_driving","not applicable",18,0,57
2024,"2024-01-01","2024-01-31","nsw","unknown","40-64","mobile_phone_use","police issued",10,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","40-64","non_wearing_seatbelts","police issued",15,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","40-64","speed_fines","police issued",126,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","40-64","unlicensed_driving","not applicable",8,0,52
2024,"2024-01-01","2024-01-31","nsw","unknown","65 and over","mobile_phone_use","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","65 and over","non_wearing_seatbelts","police issued",3,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","65 and over","speed_fines","police issued",26,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","65 and over","unlicensed_driving","not applicable",0,0,2
2024,"2024-01-01","2024-01-31","nsw","unknown","unknown","mobile_phone_use","fixed or mobile camera",13537,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","unknown","speed_fines","fixed camera",28498,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","unknown","speed_fines","mobile camera",2870,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","unknown","speed_fines","red light camera",17764,0,0
2024,"2024-01-01","2024-01-31","nsw","unknown","unknown","speed_fines","unknown",1,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","0-16","unlicensed_driving","not applicable",0,0,1
2024,"2024-01-01","2024-01-31","nsw","very remote australia","17-25","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","17-25","speed_fines","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","17-25","unlicensed_driving","not applicable",0,0,4
2024,"2024-01-01","2024-01-31","nsw","very remote australia","26-39","non_wearing_seatbelts","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","26-39","speed_fines","police issued",4,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","26-39","unlicensed_driving","not applicable",0,0,3
2024,"2024-01-01","2024-01-31","nsw","very remote australia","40-64","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","40-64","speed_fines","police issued",5,0,0
2024,"2024-01-01","2024-01-31","nsw","very remote australia","40-64","unlicensed_driving","not applicable",1,0,2
2024,"2024-01-01","2024-01-31","nsw","very remote australia","65 and over","unlicensed_driving","not applicable",0,0,2
2024,"2024-01-01","2024-01-31","nt","unknown","0-16","non_wearing_seatbelts","police issued",0,0,3
2024,"2024-01-01","2024-01-31","nt","unknown","0-16","speed_fines","mobile camera",3,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","0-16","speed_fines","other",0,1,1
2024,"2024-01-01","2024-01-31","nt","unknown","0-16","speed_fines","police issued",2,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","0-16","unlicensed_driving","not applicable",0,18,35
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","non_wearing_seatbelts","police issued",6,0,3
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","speed_fines","fixed camera",84,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","speed_fines","mobile camera",460,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","speed_fines","other",0,0,4
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","speed_fines","police issued",34,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","17-25","unlicensed_driving","not applicable",0,13,45
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","mobile_phone_use","police issued",6,0,1
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","non_wearing_seatbelts","police issued",17,0,14
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","speed_fines","fixed camera",380,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","speed_fines","mobile camera",1254,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","speed_fines","other",0,1,3
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","speed_fines","police issued",46,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","26-39","unlicensed_driving","not applicable",6,12,56
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","non_wearing_seatbelts","police issued",13,0,7
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","speed_fines","fixed camera",511,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","speed_fines","mobile camera",1575,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","speed_fines","other",0,0,1
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","speed_fines","police issued",45,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","40-64","unlicensed_driving","not applicable",7,4,29
2024,"2024-01-01","2024-01-31","nt","unknown","65 and over","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","65 and over","speed_fines","fixed camera",83,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","65 and over","speed_fines","mobile camera",381,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","65 and over","speed_fines","other",0,0,1
2024,"2024-01-01","2024-01-31","nt","unknown","65 and over","speed_fines","police issued",5,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","unknown","speed_fines","fixed camera",25,0,0
2024,"2024-01-01","2024-01-31","nt","unknown","unknown","speed_fines","mobile camera",112,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","mobile_phone_use","fixed camera",162,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","mobile_phone_use","police issued",2,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","non_wearing_seatbelts","fixed camera",42,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","speed_fines","fixed camera",602,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","speed_fines","mobile camera",748,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","speed_fines","police issued",4,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","0-16","unlicensed_driving","not applicable",59,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","mobile_phone_use","fixed camera",864,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","mobile_phone_use","police issued",64,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","non_wearing_seatbelts","fixed camera",386,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","non_wearing_seatbelts","police issued",99,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","speed_fines","fixed camera",2530,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","speed_fines","mobile camera",5118,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","speed_fines","police issued",1991,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","17-25","unlicensed_driving","not applicable",622,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","mobile_phone_use","fixed camera",2545,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","mobile_phone_use","police issued",105,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","non_wearing_seatbelts","fixed camera",1150,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","non_wearing_seatbelts","police issued",116,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","speed_fines","fixed camera",6221,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","speed_fines","mobile camera",10612,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","speed_fines","police issued",2825,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","26-39","unlicensed_driving","not applicable",1013,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","mobile_phone_use","fixed camera",2472,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","mobile_phone_use","police issued",53,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","non_wearing_seatbelts","fixed camera",1157,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","non_wearing_seatbelts","police issued",93,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","speed_fines","fixed camera",9251,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","speed_fines","mobile camera",15185,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","speed_fines","police issued",3245,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","40-64","unlicensed_driving","not applicable",578,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","mobile_phone_use","fixed camera",318,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","mobile_phone_use","police issued",7,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","non_wearing_seatbelts","fixed camera",247,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","non_wearing_seatbelts","police issued",14,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","speed_fines","fixed camera",2350,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","speed_fines","mobile camera",3861,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","speed_fines","police issued",636,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","65 and over","unlicensed_driving","not applicable",30,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","unknown","mobile_phone_use","fixed camera",30,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","unknown","non_wearing_seatbelts","fixed camera",19,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","unknown","speed_fines","fixed camera",91,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","unknown","speed_fines","mobile camera",131,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","unknown","speed_fines","police issued",2,0,0
2024,"2024-01-01","2024-01-31","qld","unknown","unknown","unlicensed_driving","not applicable",1,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","0-16","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","17-25","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","17-25","non_wearing_seatbelts","police issued",7,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","17-25","speed_fines","fixed camera",47,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","17-25","speed_fines","mobile camera",150,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","17-25","speed_fines","police issued",165,0,1
2024,"2024-01-01","2024-01-31","sa","inner regional australia","26-39","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","26-39","non_wearing_seatbelts","police issued",13,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","26-39","speed_fines","fixed camera",95,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","26-39","speed_fines","mobile camera",408,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","26-39","speed_fines","police issued",374,0,6
2024,"2024-01-01","2024-01-31","sa","inner regional australia","40-64","mobile_phone_use","police issued",2,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","40-64","non_wearing_seatbelts","police issued",21,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","40-64","speed_fines","fixed camera",123,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","40-64","speed_fines","mobile camera",744,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","40-64","speed_fines","police issued",443,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","65 and over","non_wearing_seatbelts","police issued",7,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","65 and over","speed_fines","fixed camera",46,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","65 and over","speed_fines","mobile camera",310,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","65 and over","speed_fines","police issued",139,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","65 and over","unlicensed_driving","not applicable",4,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","unknown","speed_fines","fixed camera",15,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","unknown","speed_fines","mobile camera",24,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","unknown","speed_fines","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","inner regional australia","unknown","unlicensed_driving","not applicable",64,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","0-16","non_wearing_seatbelts","police issued",2,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","0-16","speed_fines","fixed camera",1,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","0-16","speed_fines","mobile camera",1,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","17-25","mobile_phone_use","police issued",32,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","17-25","non_wearing_seatbelts","police issued",30,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","17-25","speed_fines","fixed camera",399,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","17-25","speed_fines","mobile camera",549,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","17-25","speed_fines","police issued",228,3,6
2024,"2024-01-01","2024-01-31","sa","major cities of australia","26-39","mobile_phone_use","police issued",55,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","26-39","non_wearing_seatbelts","police issued",32,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","26-39","speed_fines","fixed camera",998,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","26-39","speed_fines","mobile camera",1369,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","26-39","speed_fines","police issued",333,2,3
2024,"2024-01-01","2024-01-31","sa","major cities of australia","40-64","mobile_phone_use","police issued",42,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","40-64","non_wearing_seatbelts","police issued",42,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","40-64","speed_fines","fixed camera",2158,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","40-64","speed_fines","mobile camera",2301,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","40-64","speed_fines","police issued",392,1,2
2024,"2024-01-01","2024-01-31","sa","major cities of australia","65 and over","mobile_phone_use","police issued",6,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","65 and over","non_wearing_seatbelts","police issued",24,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","65 and over","speed_fines","fixed camera",918,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","65 and over","speed_fines","mobile camera",721,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","65 and over","speed_fines","police issued",95,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","65 and over","unlicensed_driving","not applicable",12,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","unknown","speed_fines","fixed camera",126,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","unknown","speed_fines","mobile camera",115,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","unknown","speed_fines","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","major cities of australia","unknown","unlicensed_driving","not applicable",352,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","0-16","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","0-16","speed_fines","mobile camera",1,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","17-25","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","17-25","non_wearing_seatbelts","police issued",12,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","17-25","speed_fines","fixed camera",30,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","17-25","speed_fines","mobile camera",48,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","17-25","speed_fines","police issued",184,1,1
2024,"2024-01-01","2024-01-31","sa","outer regional australia","26-39","non_wearing_seatbelts","police issued",13,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","26-39","speed_fines","fixed camera",57,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","26-39","speed_fines","mobile camera",161,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","26-39","speed_fines","police issued",369,0,1
2024,"2024-01-01","2024-01-31","sa","outer regional australia","40-64","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","40-64","non_wearing_seatbelts","police issued",15,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","40-64","speed_fines","fixed camera",74,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","40-64","speed_fines","mobile camera",282,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","40-64","speed_fines","police issued",458,1,2
2024,"2024-01-01","2024-01-31","sa","outer regional australia","65 and over","non_wearing_seatbelts","police issued",7,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","65 and over","speed_fines","fixed camera",15,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","65 and over","speed_fines","mobile camera",128,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","65 and over","speed_fines","police issued",110,0,1
2024,"2024-01-01","2024-01-31","sa","outer regional australia","65 and over","unlicensed_driving","not applicable",4,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","unknown","speed_fines","fixed camera",8,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","unknown","speed_fines","mobile camera",8,0,0
2024,"2024-01-01","2024-01-31","sa","outer regional australia","unknown","unlicensed_driving","not applicable",68,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","17-25","non_wearing_seatbelts","police issued",2,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","17-25","speed_fines","mobile camera",7,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","17-25","speed_fines","police issued",40,0,1
2024,"2024-01-01","2024-01-31","sa","remote australia","26-39","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","26-39","non_wearing_seatbelts","police issued",4,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","26-39","speed_fines","mobile camera",12,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","26-39","speed_fines","police issued",70,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","40-64","non_wearing_seatbelts","police issued",4,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","40-64","speed_fines","mobile camera",31,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","40-64","speed_fines","police issued",74,0,1
2024,"2024-01-01","2024-01-31","sa","remote australia","65 and over","non_wearing_seatbelts","police issued",5,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","65 and over","speed_fines","mobile camera",5,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","65 and over","speed_fines","police issued",13,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","65 and over","unlicensed_driving","not applicable",0,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","unknown","speed_fines","mobile camera",3,0,0
2024,"2024-01-01","2024-01-31","sa","remote australia","unknown","unlicensed_driving","not applicable",16,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","0-16","unlicensed_driving","not applicable",0,6,8
2024,"2024-01-01","2024-01-31","sa","unknown","17-25","mobile_phone_use","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","17-25","speed_fines","police issued",16,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","17-25","unlicensed_driving","not applicable",0,26,50
2024,"2024-01-01","2024-01-31","sa","unknown","26-39","speed_fines","police issued",29,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","26-39","unlicensed_driving","not applicable",0,68,155
2024,"2024-01-01","2024-01-31","sa","unknown","40-64","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","40-64","speed_fines","police issued",45,1,0
2024,"2024-01-01","2024-01-31","sa","unknown","40-64","unlicensed_driving","not applicable",0,28,154
2024,"2024-01-01","2024-01-31","sa","unknown","65 and over","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","65 and over","speed_fines","police issued",10,0,0
2024,"2024-01-01","2024-01-31","sa","unknown","65 and over","unlicensed_driving","not applicable",0,1,7
2024,"2024-01-01","2024-01-31","sa","unknown","unknown","unlicensed_driving","not applicable",11,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","17-25","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","17-25","speed_fines","police issued",19,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","26-39","non_wearing_seatbelts","police issued",7,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","26-39","speed_fines","police issued",37,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","40-64","non_wearing_seatbelts","police issued",5,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","40-64","speed_fines","police issued",50,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","65 and over","non_wearing_seatbelts","police issued",1,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","65 and over","speed_fines","police issued",8,0,0
2024,"2024-01-01","2024-01-31","sa","very remote australia","unknown","unlicensed_driving","not applicable",11,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","0-16","non_wearing_seatbelts","fixed or mobile camera",1,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","0-16","unlicensed_driving","not applicable",0,1,4
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","mobile_phone_use","fixed or mobile camera",10,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","mobile_phone_use","police issued",37,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","non_wearing_seatbelts","fixed or mobile camera",50,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","non_wearing_seatbelts","police issued",18,0,2
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","speed_fines","fixed or mobile camera",657,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","speed_fines","police issued",348,0,12
2024,"2024-01-01","2024-01-31","tas","unknown","17-25","unlicensed_driving","not applicable",6,0,28
2024,"2024-01-01","2024-01-31","tas","unknown","26-39","mobile_phone_use","fixed or mobile camera",77,0,0
2024,"2024-01-01","2024-01-31","tas","unknown","26-39","mobile_phone_use","police issued",44,0,2
2024,"2024-01-01","2024-01-31","tas","unknown","26-39","non_wearing_seatbelts","fixed or mobile camera",146,0,0
